material,T_c
Ca0.6Na0.4Fe2As2,21
Ni2P2Sr4Sc2O6,3.45
Ni2As2Sr4Sc2O6,2.8
Sr1Fe2As1.4P0.6,25
Sr1Fe2As1.3P0.7,27
Sr1Fe2As1.2P0.8,27
Ca1Fe2As1.925P0.075,13
Ca0.5Na0.5Fe2As2,20
Ba1Fe2Se3,11
Ba1Fe2As3,35.4
Na0.86Fe1As1,26
Tb0.56Ca0.44Fe1As1O1,15.6
Nd0.8Sr0.2Fe1As1O1,13.5
Ba1Fe1.92Co0.08As2,5.8
Ba1Fe1.9Co0.1As2,19.5
Ba1Fe1.89Co0.11As2,21.5
Ba1Fe1.885Co0.115As2,24.3
Ba1Fe1.85Co0.15As2,22.9
Ba1Fe1.82Co0.18As2,20.7
Ba1Fe1.776Co0.224As2,11.1
Ba1Fe1.76Co0.24As2,5.1
Ni0.05Zr1Te3,3.1
Ce1Fe1As1F0.3O0.7,46
Fe1.04Te0.6Se0.4,14
K0.8Fe2Se2,31
Rb0.8Fe2Se2,31.75
Cs0.8Fe2Se2,29.2
Tl0.4K0.3Fe2Se2,26.25
Tl0.4Rb0.4Fe2Se2,31.35
Eu1Fe1.5Ru0.5As2,21.5
Sm1Fe0.925Co0.075As1O1,11.6
Sm1Fe0.9Co0.1As1O1,15
Sm1Fe0.875Co0.125As1O1,12.8
Sm1Fe0.85Co0.15As1O1,10
Sm1Fe0.825Co0.175As1O1,5.8
Sm1Fe0.9Co0.1As1O1,15.6
Sm1Fe0.9Rh0.1As1O1,9.6
Sm1Fe0.875Ir0.125As1O1,16.5
Eu0.7Na0.3Fe2As1.4P0.6,25.2
Ca8Mg1.5Ti4.5Fe2As2O9.5,40
Ca1Fe0.95Rh0.05As1F1,3.81
Ca1Fe0.92Rh0.08As1F1,22.2
Ca1Fe0.85Rh0.15As1F1,18.4
Y2Fe1C4,3.6
Rh17S15,5.36
Pd17Se15,2.2
Fe1Se0.4Te0.6,14
Ba1Fe2As2,16.6
Ba1Fe1.82Ru0.18As2,25.8
Ba1Fe1.68Ru0.32As2,23
Ba1Fe1.58Ru0.42As2,6.83
Ba1Fe1.44Ru0.56As2,15
Sm1Fe1As0.5P0.5O1,23.4
Sm1Fe1As0.5P0.5O1,20
Sm1Fe1As0.5P0.5O0.85,17
Sm1Fe1As0.5P0.5O0.85,21.7
Rb0.653Fe1.532Se2,30.9
Rb0.796Fe1.596Se2,32.4
Rb0.801Fe1.602Se2,32.4
Rb0.74Fe1.6Se2,32.4
Rb2Fe4Se5,32
Fe1Se0.5Te0.5,15.2
Rb0.76Fe1.62Se2,29.5
Rb0.8Fe1.68Se2,32
Ba1Fe1.902Co0.098As2,15.8
Ba1Fe1.898Co0.102As2,18.6
Ba1Fe1.86Co0.14As2,22.4
Ba1Fe1.83Co0.17As2,19.6
Ba1Fe1.78Co0.22As2,13.5
Sc2Fe3Si5,4.8
Sc5Ir4Si10,8.4
Fe1Se0.5Te0.5,13.9
Fe0.98Mn0.02Se0.5Te0.5,14.4
Fe1Se1,13.4
Ca0.33Na0.66Fe2As2,33
K0.74Fe1.67Se1.61S0.4,32
Cs0.86Fe1.66Se2,30
K0.85Fe2Se1.8,32.6
K0.86Fe2Se1.82,31.1
K0.79Fe1.64Se2,30.4
Fe1Se0.42Te0.58,14.8
B2Mg1,40.5
B2Mg0.988Sc0.012,41.4
Na1O,28
La1.82Sr0.18Cu1O4,41
La1.79Sr0.21Cu1O4,33
La1.73Sr0.27Cu1O4,4
La1.73Sr0.27Cu1O4,21
La1.7Sr0.3Cu1O4,9
W1F0.45O2.55,0.38
W1F0.41O2.59,0.42
W1F0.44O2.56,0.41
La1Fe1As1F0.1O0.9,23
La1Fe0.98Zn0.02As1F0.1O0.9,25.5
La1Fe0.95Zn0.05As1F0.1O0.9,25.4
La1Fe0.9Zn0.1As1F0.1O0.9,19.9
La1Fe0.85Zn0.15As1F0.1O0.9,19.9
Sm1Fe1As1F0.2O0.8,52.5
Sm1Fe0.95Zn0.05As1F0.2O0.8,23.3
Sm1Fe0.9Zn0.1As1F0.2O0.8,18.2
Ca3Co4Sn13,5.75
La3Co4Sn13,2.7
Re3W1,7.8
Re3W1,9.4
Ca0.64Na0.36Fe2As2,17
Ca0.5Na0.5Fe2As2,22
Ca0.34Na0.66Fe2As2,34
Ba1Fe1.9Se3,11
La1Ru3Si2,7.8
Y1Pt1Bi1,0.77
Fe1Te0.95Se0.05,6.7
Fe1Te0.93Se0.07,8.2
Fe1Te0.9Se0.1,9.6
Fe1Te0.7Se0.3,12.9
Fe1Te0.4Se0.4,14.4
Nb4Ni1Si1,7.7
Nb4Co1Si1,6
Nb4Fe1Si1,6.8
Sr1Fe1.9Pt0.1As2,1.6
Sr1Fe1.85Pt0.15As2,11.7
Sr1Fe1.8Pt0.2As2,15.8
Sr1Fe1.7Pt0.3As2,12.6
Sr1Fe1.6Pt0.4As2,7
Ba0.6K0.4O3,30.6
Ba0.4K0.6O3,7
Zn0.025In2O3,2.68
Sr1Fe1.75Pt0.25As2,16.3
Sr1Fe1.5Ru0.5As2,7
Sr1Fe1.4Ru0.6As2,19.8
Sr1Fe1.3Ru0.7As2,20.1
Sr1Fe1.2Ru0.8As2,17.2
Ba1Fe1.8Ir0.2As2,27.4
Ba1Fe1.7Ir0.3As2,27
Ba1Fe1.6Ir0.4As2,24.5
Ba1Fe1.9Pt0.1As2,23
Sr1Si1.9Ni0.1,2.3
Sr1Si1.8Ni0.2,2.6
Sr1Si1.7Ni0.3,2.8
Al20.3V2,1.49
Ga0.2V2Al20,1.66
Y1V2Al20,0.69
C14H10Sr1.5,5.6
C14H10Ba1.5,5.4
C22H14K2.9,7
C22H14K3.3,18
C22H14Rb3.1,6.9
Sr0.8Eu0.2Fe1.78Co0.22As2,18
Sr0.54Eu0.46Fe1.78Co0.22As2,16.2
Tl0.58Rb0.42Fe1.72Se2,33.5
Fe1Se0.98,8
Fe1Se0.94,8.79
La1Fe1As1O0.89,27.8
Pr1Fe1As1O0.896,44.4
Nd1Fe1As1O0.9,46.9
Tb1Fe1As1O0.8,32
Ga0.05V2Al20,1.53
Ga0.1V2Al20,1.53
Ga0.15V2Al20,1.53
Ga0.2V2Al20,1.65
Ga0.3V2Al20,1.6
Ga0.3V2Al20,1.54
Ga0.3V2Al20,1.5
Ga0.3V2Al20,1.43
Al20.3V20,1.49
Bi2Pd1,5.35
Fe1Te0.65Se0.35,15
Y1Ir2Si2,2.72
La1Ir2Si2,1.4
Ba1Ti2Sb2O1,1.2
Fe1Se0.82Cl0.18,10.5
Fe1Se0.4Te0.6,14.4
Fe1Se0.3Te0.7,14.8
Fe1Se0.1Te0.9,9.1
Sm1Fe1As1F0.5O,57.1
Sm1Fe1As1F0.5O,56.4
Sm1Fe1As1F0.5O,54.1
Sm1Fe1As1F0.5O,49.8
Y1Ba1.95La0.05Cu2.95Al0.05O,90
Y1Ba1.9La0.1Cu2.9Al0.1O,84
Y1Ba1.85La0.15Cu2.85Al0.15O,83
Y1Ba1.8La0.2Cu2.8Al0.2O,82
Y1Ba1.75La0.25Cu2.75Al0.25O,81
Y1Ba1.7La0.3Cu2.7Al0.3O,79
Y1Ba1.95La0.05Cu2.95Zn0.05O,71.9
Y1Ba1.9La0.1Cu2.9Zn0.1O,50.8
Y1Ba1.85La0.15Cu2.85Zn0.15O,49.9
Y1Ba1.8La0.2Cu2.8Zn0.2O,28.7
Y1Ba1.75La0.25Cu2.75Zn0.25O,23.8
Y0.95Ca0.05Ba2Cu2.97Mg0.03O,76.6
Y0.85Ca0.15Ba2Cu2.97Mg0.03O,73.5
Y0.8Ca0.2Ba2Cu2.97Mg0.03O,71.85
Y0.95Ca0.05Ba2Cu2.94Mg0.06O,75.92
Y0.85Ca0.15Ba2Cu2.94Mg0.06O,72.6
Y0.8Ca0.2Ba2Cu2.94Mg0.06O,72.3
Y2Ni1Ge3,0.533
La2Ni1Ge3,0.394
Ca1.875Na0.125Cu1Cl2O2,15
Ca1.867Na0.133Cu1Cl2O2,20
Ca1.843Na0.157Cu1Cl2O2,25
Sr1Pd2Ge2,2.6
Pr2Ba4Cu7O14.06,30.5
Pr2Ba4Cu7O14.3,21
Pb7Bi3,10.3
Pb7Bi3,7.8
Ba1Fe1.93Ni0.07As2,17
Ba1Fe1.85Ni0.15As2,13.5
Y1In3,0.96
Ca10Pt5.8Fe8.2As18,33.65
Ca10Pt4.8Fe9.2As18,13.7
Fe2As2Sr4V2O6,27
Fe2As2Ca4Mg0.75Ti2.25O7.5,42
Fe2As2Ca5Sc2Ti2O10.5,33
Fe2As2Ca6Al1Ti3O11,32
Fe2As2Ca5Mg1Ti3O9.5,36
Ba1Fe1.91Co0.09As2,16.76
Ba1Fe1.87Zn0.04Co0.09As2,13.42
Ba1Fe1.83Zn0.08Co0.09As2,7.54
Ba1Fe1.78Co0.22As2,18.96
Ba1Fe1.74Zn0.04Co0.22As2,15.82
Ba1Fe1.7Zn0.08Co0.22As2,8.77
Ba1Fe1.66Zn0.12Co0.22As2,4.6
Ba1Fe1.79Zn0.12Co0.09As2,3.37
Sr1Fe1.8Co0.2As2,17.53
Sr1Fe1.76Zn0.04Co0.2As2,12.1
Sr1Fe1.72Zn0.08Co0.2As2,9.41
Sr1Fe1.68Zn0.12Co0.2As2,6.22
Ba1Fe2As1.6P0.4,8.6
Ba1Fe2As1.5P0.5,29.9
Cu1Rh2S4,4.72
Cu1Rh2Se4,3.38
In1N1,0.47
In1N1,2.4
In1N1,1.3
In1N1,2.7
Fe1Te0.8Se0.2,10.5
Fe1Te0.6Se0.4,14.3
Mg1.2C1.6Ni3,7.3
Mg1.2C1.52B0.08Ni3,6.9
Mg1.2C1.44B0.16Ni3,6.6
Na1Fe1As1,13
Na1Fe1As1,26
Ba1Fe1.988Mo0.012As2,16.3
Ba1Fe1.982Mo0.018As2,16.7
Ba1Fe1.974Mo0.026As2,12.5
Ba1Fe1.948Mo0.052As2,7.4
Ba1Fe1.946Mo0.056As2,4.9
Ca10Pt3.28Fe9.72As18,6
Ca10Pt3.41Fe9.59As18,7.38
Ca10Pt3.42Fe9.58As18,8.78
Ca10Pt3.97Fe9.03As18,10.5
Eu0.64K0.36Fe2As2,27.6
Eu0.56K0.44Fe2As2,28.7
Eu0.51K0.49Fe2As2,32.5
Eu0.48K0.52Fe2As2,30
Eu1Fe2As1.58P0.42,29
Ca0.835La0.165Fe2As2,41.2
Ca0.719La0.281Fe2As2,31.7
Ca0.88Ce0.12Fe2As2,33.2
Ca0.78Ce0.22Fe2As2,36.2
Ca0.902Pr0.098Fe2As2,40
Ca0.858Pr0.142Fe2As2,45.3
Ca0.923Nd0.077Fe2As2,41.8
Ca0.906Nd0.094Fe2As2,19.3
Ba1Fe1.55Ru0.45As2,8.18
Ba1Fe1.32Ru0.68As2,14.5
Ba1Fe1.2Ru0.8As2,5.02
Sr1Ni2Ge2,0.895
Sr1Pd2Ge2,3.12
Sr1Pd1.8Ni0.2Ge2,3.1
Sr1Pd1.8Rh0.2Ge2,2.92
Sr1Pd1.94Co0.06Ge2,2.58
K0.8Fe1.7S1Se1,24.5
La1Ni2P2,2.6
Fe1.08Te0.55Se0.45O,14.5
Rb0.77Fe1.61Se2,32.6
K0.74Fe1.66Se2,31
Ca10Pt4.054Fe9.7As18,26.5
Ru0.7Rh0.3P1,1.13
Ru0.55Rh0.45P1,3.6
Ru0.4Rh0.6P1,1.27
Ru0.86Rh0.14As1,0.75
Ru0.77Rh0.23As1,1.88
Ru0.58Rh0.42As1,0.68
Ru1Sb1,1.2
Eu0.5K0.5Fe2As2,33
Eu0.5K0.5Fe1.94Ni0.06As2,23
Eu0.5K0.5Fe1.9Ni0.1As2,18
K0.5Ti1N1Cl1,16
Hf1N1Cl0.7,24
Y1Pd2Sn1,4.7
Lu1Pd2Sn1,2.8
Sc1Pd2Sn1,2
Hf1Pd2Al1,3.66
Zr1Pd2Al1,3.4
Hf1Pd2In1,2.86
Zr1Pd2In1,2.19
Ga3Sc1,2.1
Ga3Lu1,2.2
Rb0.8Fe2Se2,31.05
Rb0.8Fe2Se1.9Te0.1,26.25
Rb0.8Fe2Se1.8Te0.2,25.05
Rb0.8Fe2Se1.75Te0.25,22.2
Rb0.8Fe2Se1.7Te0.3,25.5
Ca0.67Sr0.33Fe2As2,22
Te3Zr1,1.8
Ce1Cu2Si2,0.8
Ba0.5K0.5Fe2As2,37.78
Ba0.5K0.5Fe1.9Mn0.1As2,9.53
Ba0.5K0.5Fe1.9Ru0.1As2,37.14
Ba0.5K0.5Fe1.9Co0.1As2,30.31
Ba0.5K0.5Fe1.9Ni0.1As2,26.75
Ba0.5K0.5Fe1.9Cu0.1As2,22.29
Ba0.5K0.5Fe1.9Zn0.1As2,30.15
Ba0.5K0.5Fe1.96Mn0.04As2,23.3
Ba0.5K0.5Fe1.8Cu0.2As2,11.83
Ba0.5K0.5Fe1.8Ni0.2As2,11.1
Ba0.5K0.5Fe1.7Ni0.3As2,5.1
Ba0.5K0.5Fe1.8Zn0.2As2,18.3
Ba0.5K0.5Fe1.7Zn0.3As2,7.86
Ba0.5K0.5Fe1.8Co0.2As2,19.95
Ba0.5K0.5Fe1.7Co0.3As2,13.56
Ba0.5K0.5Fe1.8Ru0.2As2,36.5
Rb0.8Fe1.6Se2,32.4
Ce1Fe1As1H0.07O0.93,31.3
Ce1Fe1As1H0.2O0.8,45.6
Ce1Fe1As1H0.3O0.7,44.9
Ce1Fe1As1H0.4O0.6,37.3
Ba0.55K0.45Fe1.95Co0.05As2,32.5
Na1Fe1As1,9.58
Na1Fe0.99Co0.01As1,13.7
Na1Fe0.979Co0.021As1,19.4
Na1Fe0.972Co0.028As1,20.1
Na1Fe0.939Co0.061As1,13.4
Na1Fe0.925Co0.075As1,10.6
Ca10Pt3.213Fe9.787As18,4.3
Ca10Pt3.474Fe9.526As18,11.85
Ca10Pt3.53Fe9.47As18,15.8
Ca10Pt3.617Fe9.383As18,13.6
Ca10Pt3.981Fe9.019As18,7.49
Ce1Fe1As0.7P0.3O1,4
La1Ru3Si2,7.18
La1Ru2.97Fe0.03Si2,6.22
La1Ru2.94Fe0.06Si2,4.58
La1Ru2.925Fe0.075Si2,3.12
La1Ru2.9175Fe0.0825Si2,2.51
La1Ru2.94Co0.06Si2,6.62
La1Ru2.85Co0.15Si2,6.45
La1Ru2.76Co0.24Si2,6.04
Na0.16Ti1N1Cl1,14
Lu2Ir3Si5,5.55
Lu2Ir3Si4.98Ge0.02,6.32
Lu2Ir3Si4.95Ge0.05,6.75
Lu2Ir3Si4.9Ge0.1,7.74
Lu2Ir3Si4.75Ge0.25,6.2
Lu2Ir3Si4.5Ge0.5,5.2
Lu2Ir3Si4.25Ge0.75,4.6
Lu2Ir3Si4Ge1,3.6
Lu2Ir2.97Rh0.03Si5,4.6
Lu2Ir2.91Rh0.09Si5,3.8
Lu2Ir2.7Rh0.3Si5,3.1
Lu2Ir2.4Rh0.6Si5,2.5
Lu1.96Sc0.04Ir3Si5,2.8
Lu1.92Sc0.08Ir3Si5,3.1
Lu1.9Sc0.1Ir3Si5,3.2
Rh3Bi14,2.94
K1Ni2Se2,0.8
La1Fe1As1O0.85,25
La1Fe1As1H0.15,27.5
La1Fe1As1H0.35,29
La1Fe1As1H0.55,30.5
La1Fe1As1H0.7,32.5
La1Fe1As1H0.85,35
Ca3Ir4Sn13,6.9
Ba1Fe2As1.5P0.5,15.9
Ba1Fe2As1.46P0.54,24.5
Ba1Fe2As1.34P0.66,28.8
Ba1Ni2Ge1P1,0.68
Ba1Ni2Ge0.8P1.2,1.38
Ba1Ni2Ge0.6P1.4,2.45
Ba1Ni2Ge0.4P1.6,2.84
Ba1Ni2Ge0.2P1.8,2.59
Ba1Ni2P2,2.55
Ca0.5Na0.5Fe2As2,17.8
Ca10Pt3.97Fe9.03As18,11
Na1Al1Si1,7.4
Ba0.77K0.23Fe2As2,16.5
Ba0.39K0.61Fe2As2,24.5
La1Fe1P1O1,7.32
La1Fe1P1O1,6.72
Pr1Fe1P1O1,3.96
Nd1Fe1P1O1,3.83
La1Fe1P1O1,6.61
La1Fe1P1O1,5.63
La1Fe1P1O1,7.22
Ce1Bi1S2F0.33O0.67,2.25
Ce1Bi1S2F0.4O0.6,2.77
Ce1Bi1S2F0.5O0.5,3
Ce1Bi1S2F0.6O0.4,2.96
Fe1Te0.6Se0.4,11
La1Bi1S2F0.5O0.5,2.7
La1Bi1S2F0.5O0.5,3
La1Bi1S2F0.5O0.5,9.09
Bi4S3O4,6.55
La2Pt3Ge5,8.1
Pr2Pt3Ge5,7.8
K1Fe2As2,3.4
Tl0.9Bi0.1Sr1.8Yb0.2Ca1Cu1.99Fe0.01O7,64.05
Tl0.9Bi0.1Sr1.8Yb0.2Ca0.9Cd0.1Cu1.99Fe0.01O7,71.3
Tl0.9Bi0.1Sr1.8Yb0.2Ca0.8Cd0.2Cu1.99Fe0.01O7,78.35
Tl0.9Bi0.1Sr1.8Yb0.2Ca0.7Cd0.3Cu1.99Fe0.01O7,85
Tl0.9Bi0.1Sr1.8Yb0.2Ca0.6Cd0.4Cu1.99Fe0.01O7,83.35
Ba1Ti2Bi2O1,4.6
Hg1Ba2Ca2Cu3O8,130.9
Ba1Ti2As0.2Sb1.8O1,0.48
Ba1Ti2Sb2O1,1.48
Ba1Ti2Sb1.6Bi0.4O1,3.47
Ba1Ti2Sb1.4Bi0.6O1,2.59
Ba1Ti2Sb0.8Bi1.2O1,4.02
Ba1Ti2Sb0.4Bi1.6O1,4.52
Nd1Bi1S2F0.1O0.9,4.24
Nd1Bi1S2F0.2O0.8,5.12
Nd1Bi1S2F0.3O0.7,5.12
Nd1Bi1S2F0.4O0.6,5.25
Nd1Bi1S2F0.5O0.5,4.7
Nd1Bi1S2F0.6O0.4,4.35
Nd1Bi1S2F0.7O0.3,4.25
Bi6S5O8,2.4
Bi4S3O4,4.11
Bi3.99Cu0.01S3O4,3.93
Bi3.975Cu0.025S3O4,2.99
Bi3.95Cu0.05S3O4,2.59
Bi3.9Cu0.1S3O4,2.99
Tl2Ba2Ca2Cu3O,107.7
Tl2Ba2Ca1.9Cu0.1Cu3O,110.85
Tl2Ba2Ca1.7Cu0.3Cu3O,111.5
Tl2Ba2Ca1.5Cu0.5Cu3O,106.1
Tl2Ba2Ca1.3Cu0.7Cu3O,107.05
Ca4Al2Fe2As2O6,28.2
Ca4Al2Fe2P2O6,17.1
Ca3Al2Fe2As2O5,30.2
Ca3Al2Fe2P2O5,16.6
C3Y2,15.65
Mg1B1.9C0.1,31.4
Mg1B1.8C0.2,19.7
Fe1.03Te0.8Se0.2,13.5
Fe1.03Te0.72Se0.28,13.9
Fe1.03Te0.6Se0.4,14
Fe1.03Te0.5Se0.5,12.9
K0.58Fe1.56Se2,31.9
Y3Ru4Ge13,2.85
Sr0.5La0.5F1Bi1S2,2.8
Te3Zr1,3
Mo1Sr2Y1Cu2O8,39.8
Mo1Sr2Y0.93Ca0.07Cu2O8,50.1
Li1Fe1P1,4.86
Ca9.57La0.43Pt3Fe10As18,13.3
Ca9.35La0.65Pt3Fe10As18,19.7
Ca9.07La0.93Pt3Fe10As18,22.2
Ca8.55La1.45Pt3Fe10As18,26.1
Ca8.18La1.82Pt3Fe10As18,22.1
Li1Fe1P1,4.9
Li1Fe1As1,17.3
Sr1Pt2Sb2,2.1
Pr1Pt4Ge12,7.8
Ca10Pt4Fe10As18,38
Ca10Pt4.1Fe9.9As18,32.2
Ca10Pt4.3Fe9.7As18,33.9
Ca10Pt4.6Fe9.4As18,22.5
Ca10Pt5Fe9As18,9.78
Ca10Pt3.42Fe9.58As18,10.96
Ca10Pt3.51Fe9.49As18,12.44
Ca10Pt3.72Fe9.28As18,14.9
Ca8La2Pt3.3Fe9.7As18,29.4
Ag1Sn1Se2,4.55
Sr1Fe2As1.3P0.7,23.3
Ba1Fe1.892Ni0.108As2,16
Ba1Fe1.856Ni0.144As2,7.5
K0.83Fe1.83Se2,32.5
K0.8Fe2Se2,32.5
Eu0.5K0.5Fe2As2,31.5
Ba0.8K0.2Fe2As2,7.28
Ba0.7K0.3Fe2As2,37.4
Ba0.4K0.6Fe2As2,28.7
Ba0.3K0.7Fe2As2,19.4
Ba0.2K0.8Fe2As2,11.7
Ba0.1K0.9Fe2As2,6.86
K1Fe2As2,3
Mo3Sb7,2.35
Fe1Se1,9.9
Ca0.32Na0.68Fe2As2,33
La1Fe0.98Ru0.02As1F0.11O0.89,27.4
La1Fe0.9Ru0.1As1F0.11O0.89,23.7
La1Fe0.8Ru0.2As1F0.11O0.89,19.7
La1Fe0.75Ru0.25As1F0.11O0.89,17.6
La1Fe0.7Ru0.3As1F0.11O0.89,18.3
La1Fe0.5Ru0.5As1F0.11O0.89,13.6
Nd1Fe0.98Ru0.02As1F0.11O0.89,46.7
Nd1Fe0.9Ru0.1As1F0.11O0.89,37.4
Nd1Fe0.8Ru0.2As1F0.11O0.89,22.1
Nd1Fe0.7Ru0.3As1F0.11O0.89,21.3
Nd1Fe0.5Ru0.5As1F0.11O0.89,13.7
Sm1Fe0.95Ru0.05As1F0.15O0.85,39.3
Sm1Fe0.8Ru0.2As1F0.15O0.85,16.9
Sm1Fe0.7Ru0.3As1F0.15O0.85,11.1
Sm1Fe0.5Ru0.5As1F0.15O0.85,4.26
Ir0.99Pt0.01Te2,2.05
Ir0.98Pt0.02Te2,2.855
Ir0.97Pt0.03Te2,3.07
Ir0.96Pt0.04Te2,2.945
Ir0.94Pt0.06Te2,2.69
Ir0.92Pt0.08Te2,2.28
Sn0.6In0.4Te1,4.75
Sn0.961In0.027Te1,1.85
Sn0.95In0.038Te1,1.9
Sn0.927In0.061Te1,1.8
Sn0.923In0.065Te1,1.8
Sn0.915In0.073Te1,1.9
Sn0.904In0.084Te1,1.76
Sm1Fe0.85Ir0.15As1O1,16
Fe1Se0.92,7.6
Fe1Se0.874Sb0.046,9.2
Fe1Se0.828Sb0.092,8.3
Fe1Se0.736Sb0.184,8.85
Ca1Ga1Si1,4.2
Bi2Te3,2.845
Bi0.85Sb0.15,6.79
Ta1Se3,2
Li1Cu2P2,3.7
Li1Fe1P1,4.1
K0.5Ti1N1Cl1,16.3
Ti1N1,5.6
Li0.5Ti1N1Cl1,16.5
Na0.5Ti1N1Cl1,16.3
Rb0.5Ti1N1Cl1,16.3
Pr2Ba4Cu7O14.74,15.5
Pr2Ba4Cu7O14.36,20.6
Pr2Ba4Cu7O14.21,23
Sr1Pd2Ge2,3
Sr1Pd1.8Ni0.2Ge2,3.2
Sr1Pd1Ni1Ge2,2.1
Sr1Ni2Ge2,0.87
Li1Fe1As1,15.1
Li1Fe0.98Cu0.02As1,9.3
Sr1Pd1.99Pt0.01Ge2,2.82
Sr1Pd1.98Pt0.02Ge2,2.96
Sr1Pd1.96Pt0.04Ge2,3.16
Sr1Pd1.94Pt0.06Ge2,3.22
Sr1Pd1.93Pt0.07Ge2,3.24
Sr1Pd1.92Pt0.08Ge2,3.23
Sr1Pd1.9Pt0.1Ge2,2.89
Sr1Pd1.86Pt0.14Ge2,2.6
Sr1Pd2Si0.02Ge1.98,2.76
Sr1Pd2Si0.04Ge1.96,2.72
Sr1Pd2Si0.1Ge1.9,2.7
Sr1Pd1.98Ag0.02Ge2,2.64
Sr1Pd1.9Ag0.1Ge2,2.62
Sr1Pd1.8Ag0.2Ge2,2.52
Ca3Ir4Sn13,7
K0.8Fe2Se2,32.25
La1Ni2Ge2,0.69
La1Pd2Ge1.9Sn0.1,1.25
La1Pt2Ge1.8Sn0.2,1.3
La1Pd2Ge1.96Sn0.04,0.82
La1Pd2Ge1.92Sn0.08,1.44
In1N1,0.2
Ba1Fe1.87Co0.13As2,25
Ba1Fe1.83Zn0.04Co0.13As2,20
Ba1Fe1.81Zn0.06Co0.13As2,19
Ba1Fe1.79Zn0.08Co0.13As2,19
Y2Ir3Si5,2.96
La2Ir3Si5,1.99
Y3Ru4Ge13,1.8
Lu2Ir3Si5,3.3
Ba1Fe1.89Co0.11As2,25
Ba1Fe1.87Zn0.02Co0.11As2,20
Ba1Fe1.85Zn0.04Co0.11As2,18.5
Ba1Fe1.83Zn0.06Co0.11As2,17
Ba1Fe1.81Zn0.08Co0.11As2,11
Ba1Fe1.79Zn0.1Co0.11As2,8
Ba1Fe1.75Zn0.14Co0.11As2,5
K0.8Fe2Se2,30.5
K0.8Fe1.996Cr0.004Se2,20
K0.8Fe1.993Cr0.007Se2,11
K0.8Fe1.996Co0.004Se2,22
K0.8Fe1.992Co0.008Se2,17
K0.8Fe1.988Co0.012Se2,11
K0.8Fe1.99Mn0.01Se2,31
K0.8Fe1.979Mn0.021Se2,31
K0.8Fe1.97Mn0.03Se2,31.5
K0.8Fe1.951Mn0.049Se2,31.9
K0.8Fe1.933Mn0.067Se2,32
Li1Fe1As1,15
Ba0.85K0.15Fe2As2,4
Ba0.825K0.175Fe2As2,10
Ba0.8K0.2Fe2As2,17
Ba0.79K0.21Fe2As2,18
Ba0.78K0.22Fe2As2,23.5
Ba0.76K0.24Fe2As2,26
Ba0.75K0.25Fe2As2,28.5
Ba0.72K0.28Fe2As2,34
Ba0.7K0.3Fe2As2,36
Ba0.5K0.5Fe2As2,34
Ba0.3K0.7Fe2As2,20
Ba0.1K0.9Fe2As2,7
Ba0.84K0.16Fe2As2,7.3
Ba0.82K0.18Fe2As2,10.5
Ba0.81K0.19Fe2As2,15
La1Ru2P2,3.7
Sm1Fe1As1F0.075O0.925,33
Fe0.03Te0.9Se0.1,11.9
Fe0.02Te0.85Se0.15,12.7
Fe0.02Te0.8Se0.2,13.6
Fe1Te0.5Se0.5,15.6
Rb1Fe2As2,2.55
Rb1Fe2As2,1.73
Ba1Fe1.924Co0.076As2,14.2
Ba1Fe1.906Co0.094As2,20
Ba1Fe1.852Co0.148As2,23.4
Ba1Fe1.8Co0.2As2,18.9
Ba1Fe1.772Co0.228As2,16.4
K0.8Fe1.76Se2,30.1
Pr1Fe0.9Co0.1As0.95P0.05O1,14.2
Pr1Fe0.9Co0.1As0.9P0.1O1,14.7
Pr1Fe0.9Co0.1As0.85P0.15O1,12.2
Pr1Fe0.9Co0.1As0.8P0.2O1,10.9
Pr1Fe0.9Co0.1As0.7P0.3O1,9.86
Pr1Fe0.9Co0.1As0.5P0.5O1,7.46
Sm1Fe1As1F0.2O0.8,29
La1Fe1As1F0.2O0.8,25
Pr1Pt4Ge12,7.9
Cs1Fe2As2,1.81
Zr0.99V0.01B2,6.4
Zr0.96V0.04B2,8.7
Zr0.95V0.05B2,8.2
Ir3Te8,1.8
La0.8Hf0.2Bi1S2O1,2.36
La0.7Hf0.3Bi1S2O1,1.74
La0.6Hf0.4Bi1S2O1,1.74
La0.8Zr0.2Bi1S2O1,1.66
La0.8Ti0.2Bi1S2O1,2.35
La0.7Ti0.3Bi1S2O1,2.22
Na1Fe0.975Co0.025As1,21
Cu0.03Ir1Te2,2.53
Cu0.05Ir1Te2,2.84
Cu0.07Ir1Te2,2.71
Cu0.1Ir1Te2,2.41
Pr4Fe2As2Te0.88O4,25.1
Lu1Pt1Bi1,1
Cu1Ir1.8Pt0.2Se4,1.06
Cu1Ir1.6Pt0.4Se4,1.76
Cu1Ir1.4Pt0.6Se4,1.64
Ba0.9K0.1Fe2As2,5.5
Ba0.88K0.12Fe2As2,10
Ba0.85K0.15Fe2As2,18
Ba0.8K0.2Fe2As2,22
Ba0.75K0.25Fe2As2,31
Ba0.63K0.37Fe2As2,39
Sr1Pt3P1,8.4
Ca1Pt3P1,6.6
La1Pt3P1,1.5
Li0.9Mo6O17,2.2
Ir0.5Pt0.5Te2,3
C1,3.1
C1,4.1
C1,5
Pr1Fe1As1F0.11O0.89,45
La1Fe1As1F0.15O0.85,26.2
